knum	threshold	score_type	profile_type	F-measure	nseq	nseq_used	alen	mlen	eff_nseq	re/pos	definition
K25532	272.77	domain	all	0.999066	575	536	2370	662	1.76	0.590	sperm-associated antigen 6
K25533	291.03	full	all	0.998822	425	425	8084	2122	4.34	0.590	sperm-associated antigen 17
K25534	87.17	full	all	0.957681	38	34	164	90	1.18	0.633	follicular dendritic cell secreted peptide
K25535	58.03	full	all	1.000000	1072	1048	1296	327	5.88	0.590	fibroblast growth factor-binding protein
K25536	371.03	domain	all	0.934314	457	439	1116	362	2.78	0.590	fibrinogen-like protein 1
K25537	396.50	domain	all	0.922523	579	564	1958	521	3.82	0.590	fibroleukin
K25538	161.07	full	all	0.945443	282	277	1187	302	4.39	0.590	gastrokine-1
K25539	192.93	domain	all	0.948970	272	265	558	232	1.65	0.590	gastrokine-2
K25540	252.60	full	all	1.000000	93	90	533	243	1.14	0.589	gastrokine-3
K25541	241.50	full	all	0.982396	458	232	556	200	0.77	0.588	chemokine-like protein TAFA1
K25542	251.10	domain	all	0.946952	726	507	1044	197	1.09	0.589	chemokine-like protein TAFA2/3
K25543	750.50	full	all	0.877215	1136	1111	4872	751	1.82	0.591	beta-galactosidase-1-like protein [EC:3.2.1.-]
K25544	272.40	full	all	0.954936	436	360	1140	338	1.98	0.590	chemokine-like protein TAFA4
K25545	136.30	full	all	0.996618	563	446	1607	205	1.53	0.590	chemokine-like protein TAFA5
K25546	124.57	domain	all	1.000000	434	424	1620	430	3.05	0.590	spermatogenesis-associated protein 17
K25547	112.67	full	all	1.000000	345	334	1510	392	4.46	0.590	coiled-coil domain-containing protein 189
K25548	266.13	domain	all	0.991738	422	422	8409	1694	4.21	0.590	deleted in lung and esophageal cancer protein 1
K25549	244.93	domain	all	0.995495	445	444	5550	929	3.78	0.590	leucine-rich repeat and guanylate kinase domain-containing protein
K25550	91.50	full	all	0.995169	441	309	514	179	3.13	0.590	c-Myc-binding protein
K25551	170.17	full	all	0.997451	606	587	2419	623	5.39	0.590	cilia- and flagella-associated protein 45
K25552	341.27	domain	all	0.992519	401	401	13773	3122	4.81	0.590	cilia- and flagella-associated protein 47
K25553	595.83	full	all	1.000000	378	378	8423	3253	2.89	0.590	cilia- and flagella-associated protein 54
K25554	252.20	full	all	1.000000	602	589	2790	1005	4.81	0.590	cilia- and flagella-associated protein 58
K25555	278.63	full	all	1.000000	82	66	576	392	1.74	0.591	cyclic GMP-AMP synthase [EC:2.7.7.-]
K25556	82.60	full	all	1.000000	640	584	493	231	3.81	0.590	guanylate cyclase activator 2
K25557	413.50	domain	all	0.995173	839	833	5048	867	1.66	0.590	HHIP-like protein
K25558	250.80	full	all	0.976698	293	293	3439	542	2.23	0.590	HERV-H LTR-associating protein 1
K25559	85.77	full	all	0.993258	231	221	980	203	3.03	0.590	insulin growth factor-like family member
K25560	154.67	full	all	1.000000	260	253	1460	417	3.14	0.590	IGF-like family receptor 1
K25561	116.53	full	all	1.000000	134	37	128	71	0.76	0.794	IgA-inducing protein
K25562	494.07	full	all	1.000000	181	179	1993	760	1.44	0.591	L-aspartate N-monooxygenase (nitrosuccinate-forming) [EC:1.14.13.248]
K25563	636.27	full	all	1.000000	5	4	415	399	0.54	0.587	3-amino-4-hydroxybenzoate 2-monooxygenase [EC:1.14.13.249]
K25564	427.87	full	all	1.000000	35	34	642	468	1.37	0.590	nitrosourea synthase [EC:1.14.13.250]
K25565	80.13	domain	all	0.961144	248	236	999	264	4.81	0.590	interleukin-18-binding protein
K25566	517.17	domain	all	1.000000	145	135	506	428	0.72	0.589	immunoglobulin superfamily containing leucine-rich repeat protein
K25567	115.97	full	all	1.000000	260	237	314	158	1.11	0.590	immunoglobulin J chain
K25568	266.33	domain	all	0.955771	651	618	1750	551	3.23	0.590	Kazal-type serine protease inhibitor domain-containing protein 1
K25569	116.63	full	all	1.000000	118	81	216	100	0.91	0.589	keratinocyte differentiation-associated protein
K25570	507.53	full	all	1.000000	141	128	484	329	0.66	0.587	8-amino-7-oxononanoate carboxylating dehydrogenase [EC:2.6.1.121]
K25571	646.07	full	all	0.978495	54	48	509	444	0.84	0.591	beta-alanine---2-oxoglutarate transaminase [EC:2.6.1.120]
K25572	671.47	domain	trim	0.944777	559	549	5893	1011	2.63	0.590	EH domain-binding protein 1
K25573	572.63	domain	all	0.970276	342	342	15361	1405	2.60	0.590	EH domain-binding protein 1-like protein 1
K25574	716.40	full	trim	0.402981	28	26	650	609	0.73	0.588	(2-aminoethyl)phosphonate cytidylyltransferase [EC:2.7.7.107]
K25575	335.00	full	all	0.893241	373	282	296	193	0.77	0.589	4-amino-4-deoxychorismate synthase (2-amino-4-deoxychorismate-forming) component II [EC:2.6.1.123]
K25576	267.97	domain	all	0.861284	36	36	1286	484	2.39	0.590	target of rapamycin complex 2 subunit AVO2
K25577	93.70	full	all	1.000000	27	27	1004	498	1.95	0.590	target of rapamycin complex 2 subunit BIT61/BIT2
K25578	528.30	domain	trim	0.873770	561	486	1020	475	1.33	0.589	4-amino-4-deoxychorismate synthase (2-amino-4-deoxychorismate-forming) component I [EC:2.6.1.123]
K25579	103.87	full	all	1.000000	35	35	1755	675	3.34	0.590	target of rapamycin complex 1 subunit TCO89
K25580	969.13	full	all	1.000000	23	23	555	517	0.48	0.590	nicotine N-demethylase
K25581	972.07	full	all	0.962963	16	15	542	521	0.54	0.587	tropinone synthase
K25582	1062.47	full	all	1.000000	5	5	491	488	0.41	0.587	phenyllactate UDP-glycosyltransferase [EC:2.4.1.-]
K25583	781.53	domain	all	0.904762	10	10	540	470	0.52	0.588	littorine synthase [EC:2.3.1.-]
K25584	-	-	-	-	1	1	510	510	0.38	0.593	littorine mutase/monooxygenase
K25585	295.80	full	all	0.267387	10	10	250	217	0.90	0.588	L-piperazate synthase [EC:4.8.1.1]
K25586	-	-	-	-	1	1	169	169	0.38	0.595	lachrymatory-factor synthase [EC:5.3.99.12]
K25587	84.73	full	all	0.449545	560	519	3376	460	4.59	0.590	glutathione-S-conjugate glycine hydrolase [EC:3.4.17.25]
K25588	366.83	domain	all	0.931838	702	664	3275	566	6.18	0.590	tyrosine-protein kinase [EC:2.7.10.3]
K25589	436.47	full	all	0.958518	449	381	523	314	0.96	0.589	inosine/uridine nucleosidase [EC:3.2.2.2 3.2.2.3]
K25590	293.17	full	trim	0.912016	1012	975	1690	601	10.77	0.590	protein tyrosine kinase modulator
K25591	79.30	full	all	0.995607	536	458	1006	240	6.60	0.590	U7 snRNA-associated Sm-like protein LSm10
K25592	89.23	full	trim	0.997333	591	559	3238	453	7.22	0.590	U7 snRNA-associated Sm-like protein LSm11
K25593	96.33	full	all	0.992376	395	394	6403	1819	5.11	0.590	CASP8-associated protein 2
K25594	415.13	full	all	0.933333	4	4	385	337	0.64	0.591	3-amino-4-hydroxybenzoate 4-O-methyltransferase [EC:2.1.1.380]
K25595	377.77	domain	all	1.000000	19	19	427	338	1.10	0.589	arginine Nomega-methyltransferase [EC:2.1.1.381]
K25596	759.00	full	all	0.993711	86	82	507	451	0.62	0.589	difructose-dianhydride-III synthase [EC:4.2.1.178]
K25597	634.47	domain	all	0.812248	101	98	916	473	1.04	0.590	nitrosuccinate lyase [EC:4.3.99.5]
K25598	-	-	-	-	1	1	553	553	0.39	0.594	3-amino-2-hydroxy-4-methoxybenzoate diazotase [EC:6.7.1.1]
K25599	620.57	full	all	0.896396	212	187	963	619	1.46	0.590	lipoteichoic acid primase
K25600	1028.30	full	all	1.000000	3	3	486	486	0.42	0.594	L-carnitine---corrinoid protein Co-methyltransferase [EC:2.1.1.383]
K25601	-	-	-	-	1	1	257	257	0.39	0.587	6-diazo-5-oxo-L-norleucine Nalpha-acetyltranferase [EC:2.3.1.307]
K25602	359.67	full	all	0.963614	216	150	363	306	1.16	0.589	D-tagatose-1-phosphate kinase [EC:2.7.1.234]
K25603	490.20	full	all	1.000000	3	3	1503	901	0.72	0.592	3-O-alpha-D-galactosyl-alpha-L-arabinofuranosidase [EC:3.2.1.215]
K25604	1762.50	full	all	1.000000	3	3	794	794	0.42	0.593	N-methylcarbamate hydrolase [EC:3.5.1.137]
K25605	67.40	full	all	0.994678	1233	1030	2532	257	4.46	0.590	B-cell CLL/lymphoma 7 protein
K25606	35.30	domain	all	0.938968	2773	2300	1547	289	24.26	0.590	defensin, beta
K25607	232.63	domain	all	1.000000	430	430	8629	1788	4.96	0.590	cilia- and flagella-associated protein 74
K25608	182.73	full	all	0.994655	466	465	3140	795	5.56	0.590	cilia- and flagella-associated protein 99
K25609	168.97	full	all	0.992028	446	437	1853	689	5.49	0.590	cilia- and flagella-associated protein 157
K25610	137.67	domain	all	0.997593	420	417	4946	870	4.61	0.590	cilia- and flagella-associated protein 221
K25611	102.30	full	all	0.996948	513	490	1323	313	3.10	0.590	cilia- and flagella-associated protein 299
K25612	446.23	domain	all	0.995461	334	332	7637	1558	2.32	0.590	BRD4-interacting chromatin-remodeling complex-associated protein
K25613	608.83	full	all	0.995984	387	378	2448	1091	2.36	0.590	BRD4-interacting chromatin-remodeling complex-associated protein-like
K25614	93.60	full	all	0.986663	696	670	2771	349	6.94	0.590	sperm flagellar protein 1
K25615	382.83	full	trim	0.997863	465	465	10851	2558	5.77	0.590	sperm flagellar protein 2
K25616	134.67	full	all	1.000000	344	336	1216	374	3.04	0.590	spermatogenesis-associated protein 4
K25617	476.93	full	all	0.942694	262	167	420	315	0.76	0.589	lipoteichoic acid polyisoprenyl-phosphate beta-N-acetylglucosaminyltransferase [EC:2.4.-.-]
K25618	574.80	full	all	0.700000	29	9	325	314	0.82	0.590	lipoteichoic acid polyisoprenyl-phosphate galactosyltransferase [EC:2.4.-.-]
K25619	365.23	full	all	1.000000	306	248	2630	942	3.12	0.590	lipoteichoic acid glycosylation protein
K25620	1092.03	full	all	1.000000	45	21	572	559	0.41	0.588	lipoteichoic acid galactosyltransferase
K25621	180.60	full	all	0.951774	517	463	1241	417	1.76	0.590	3-oxo-4,17-pregnadiene-20-carboxyl-CoA hydratase alpha subunit [EC:4.2.1.-]
K25622	174.27	full	trim	0.967520	499	412	494	187	1.32	0.591	3-oxo-4,17-pregnadiene-20-carboxyl-CoA hydratase beta subunit [EC:4.2.1.-]
K25623	454.27	full	all	1.000000	520	451	700	390	0.86	0.589	17-hydroxy-3-oxo-4-pregnene-20-carboxyl-CoA lyase [EC:4.1.3.-]
K25624	114.10	full	all	1.000000	367	358	1166	329	4.44	0.590	coiled-coil domain-containing protein 172
K25625	105.43	full	all	1.000000	396	385	2220	619	4.55	0.590	coiled-coil domain-containing protein 181
K25626	774.03	full	all	1.000000	34	23	419	408	0.47	0.593	UDP-2-acetamido-4-dehydro-2,6-dideoxyglucose transaminase [EC:2.6.1.-]
K25627	327.37	full	all	1.000000	36	19	245	230	0.63	0.587	AATGal transferase
K25628	218.27	full	all	0.997674	1319	1287	3364	682	3.94	0.590	T-complex protein 11
K25629	162.60	full	all	0.997602	213	210	1684	587	2.77	0.590	calcium-binding tyrosine phosphorylation-regulated protein
K25630	272.53	full	all	1.000000	129	129	3063	858	2.38	0.590	fibrous sheath CABYR-binding protein
K25631	125.43	full	all	1.000000	218	211	1507	572	4.73	0.590	flagellum-associated coiled-coil domain-containing protein 1
K25632	862.97	full	all	0.955005	296	280	2114	956	1.96	0.590	testis-specific gene 10 protein
K25633	96.27	domain	trim	0.993763	265	177	1158	188	1.48	0.590	sperm surface protein Sp17
K25634	421.80	full	all	0.993884	185	166	402	333	1.37	0.589	2-oxoglutarate reductase [EC:1.1.1.399]
K25635	149.00	full	all	1.000000	218	183	726	231	1.60	0.589	outer dense fiber protein 1
K25636	101.33	full	all	0.995090	1299	1216	2782	408	5.38	0.590	outer dense fiber protein 3
K25637	164.30	full	all	0.988235	129	126	838	410	2.21	0.590	outer dense fiber protein 4
K25638	734.60	full	all	1.000000	357	355	2661	744	1.09	0.589	rhophilin-1
K25639	259.87	full	all	0.995429	1079	980	3802	1150	3.13	0.590	FACT complex subunit SPT16
K25640	89.83	domain	all	0.993651	167	159	1238	323	2.84	0.590	megakaryocyte and platelet inhibitory receptor G6b
K25641	394.50	full	all	0.985507	41	35	236	225	0.70	0.591	deoxyguanosine kinase [EC:2.7.1.113]
K25642	346.97	full	all	0.997455	198	197	3439	949	2.10	0.590	cation channel sperm-associated protein subunit epsilon
K25643	94.23	full	all	0.954193	131	125	963	288	3.19	0.590	cation channel sperm-associated protein subunit zeta
K25644	109.77	full	all	0.995769	368	353	1230	397	3.32	0.590	ciliary-associated calcium-binding coiled-coil protein 1
K25645	333.63	full	all	1.000000	133	131	590	398	1.09	0.590	calcium-binding and spermatid-specific protein 1
K25646	146.23	full	all	1.000000	258	247	761	293	2.31	0.590	EF-hand calcium-binding domain-containing protein 9
K25647	87.77	full	all	0.997523	629	604	1323	321	5.43	0.590	enkurin
K25648	123.60	full	all	1.000000	478	478	5283	937	6.52	0.590	MYCBP-associated protein
K25649	510.73	full	all	0.996337	148	139	643	425	1.11	0.591	mannosylglycerate hydrolase [EC:3.2.1.170]
K25650	645.80	full	all	1.000000	26	17	390	385	0.49	0.592	teichoic acid beta-1,3-glucosyltransferase [EC:2.4.1.-]
K25651	365.57	full	all	0.970868	68	54	652	290	1.20	0.589	teichoic acid ribitol-phosphate transferase
K25652	372.03	domain	all	1.000000	36	20	359	327	1.06	0.591	teichoic acid N-acetylgalactosaminyltransferase [EC:2.4.1.-]
K25653	697.60	full	all	1.000000	30	22	393	367	0.47	0.592	teichoic acid N-acetylgalactosaminyltransferase [EC:2.4.1.-]
K25654	389.83	full	all	0.914141	33	18	350	270	0.82	0.592	teichoic acid cholinephosphotransferase [EC:2.7.8.-]
K25655	616.43	full	all	0.949946	420	382	2125	562	1.26	0.591	serine incorporator 5
K25656	387.53	full	all	0.973894	1016	975	4546	693	3.72	0.590	cryptochrome
K25657	373.83	full	all	1.000000	37	21	300	289	0.60	0.591	choline kinase [EC:2.7.1.32]
K25658	450.47	full	all	1.000000	36	13	231	229	0.41	0.590	choline-phosphate cytidylyltransferase [EC:2.7.7.15]
K25659	459.73	full	all	1.000000	35	19	676	490	0.89	0.592	teichoic acid polymerase [EC:2.4.1.-]
K25660	294.07	full	all	1.000000	38	18	504	391	1.07	0.588	lipoteichoic acid ligase
K25661	805.83	domain	all	0.832971	372	352	894	473	1.12	0.589	serine incorporator 3
K25662	53.93	full	all	0.980094	921	891	3345	373	12.77	0.590	E3 SUMO-protein ligase RNF212 [EC:2.3.2.-]
K25663	534.57	full	all	0.945117	353	311	1506	600	1.52	0.589	fasciculation and elongation protein zeta-1
K25664	-	-	-	-	1	1	55	55	0.61	1.010	HIV-1 nucleocapsid protein
K25665	-	-	-	-	2	2	123	116	0.62	0.588	HIV protein Rev
K25666	-	-	-	-	1	1	131	131	0.40	0.592	HIV-1 matrix protein
K25667	-	-	-	-	1	1	52	52	0.74	1.067	HIV-1 p6-gag
K25668	377.33	full	all	0.966196	666	627	2203	436	2.92	0.591	fasciculation and elongation protein zeta-2
K25669	407.17	full	all	1.000000	11	8	372	333	0.68	0.591	poly(ribitiol-phosphate) beta-1,3-N-acetylglucosaminyltransferase [EC:2.4.1.-]
K25670	690.23	full	all	0.786235	182	154	821	535	3.08	0.590	fructooligosaccharide transport system substrate-binding protein
K25671	466.43	full	all	0.918392	151	115	396	315	0.75	0.588	fructooligosaccharide transport system permease protein
K25672	440.57	full	trim	0.778839	182	139	348	297	0.90	0.591	fructooligosaccharide transport system permease protein
K25673	583.50	full	all	0.896930	200	183	653	508	1.64	0.590	polygalacturonan/rhamnogalacturonan transport system substrate-binding protein
K25674	481.70	domain	trim	0.779261	223	193	419	313	1.16	0.591	polygalacturonan/rhamnogalacturonan transport system permease protein
K25675	429.80	domain	all	0.833234	204	174	369	293	1.18	0.590	polygalacturonan/rhamnogalacturonan transport system permease protein
K25676	347.03	full	all	0.950217	944	878	1268	522	5.13	0.590	pectin-derived oligosaccharide transport system substrate-binding protein
K25677	439.53	domain	all	0.952619	773	697	778	584	1.56	0.590	pectin-derived oligosaccharide transport system permease protein
K25678	371.80	full	all	0.969267	761	688	499	281	1.12	0.590	pectin-derived oligosaccharide transport system permease protein
K25679	126.97	full	all	0.998847	445	434	5335	699	4.04	0.590	testis-expressed protein 13
K25680	649.87	full	all	1.000000	197	196	6749	2927	3.36	0.590	testis-expressed protein 15
K25681	188.17	full	all	1.000000	162	143	828	425	2.31	0.590	testis-expressed protein 19
K25682	132.00	full	all	0.995169	105	102	1572	305	2.86	0.590	testis-expressed protein 22
K25683	219.23	full	all	1.000000	71	66	910	343	1.40	0.591	protein FAM9
K25684	73.03	full	all	0.927176	744	720	1311	214	9.03	0.590	beta-microseminoprotein
K25685	115.37	full	all	0.990607	442	376	610	232	2.92	0.590	prostate-associated microseminoprotein
K25686	60.13	full	all	0.973451	297	275	880	338	4.21	0.590	marginal zone B- and B1-cell-specific protein
K25687	129.00	domain	trim	0.998661	776	744	2583	705	6.30	0.590	protein NDNF
K25688	135.40	full	all	1.000000	379	243	375	150	0.83	0.591	norrin
K25689	146.60	domain	all	0.995708	402	352	644	211	1.72	0.590	neudesin
K25690	81.87	full	all	0.986331	278	258	1185	324	4.48	0.590	neuromedin S
K25691	93.33	full	all	1.000000	210	199	408	138	2.08	0.590	neuropeptide S
K25692	74.90	full	all	1.000000	330	322	757	332	4.60	0.590	pro-FMRFamide-related neuropeptide VF
K25693	41.57	full	all	0.994515	278	272	808	353	4.54	0.590	orexigenic neuropeptide QRFP
K25694	56.27	full	all	1.000000	417	373	875	209	4.77	0.590	spexin
K25695	214.80	full	all	1.000000	365	357	2423	781	3.36	0.590	neurosecretory protein VGF
K25696	122.93	full	all	0.995386	449	431	717	289	2.58	0.590	prepronociceptin
K25697	106.40	full	all	0.994203	176	171	1274	343	3.14	0.590	testis-specific gene 13 protein
K25698	306.57	full	trim	0.834572	366	342	516	274	2.88	0.590	tubulin polymerization-promoting protein family member 2
K25699	169.03	domain	trim	0.922983	139	116	465	235	1.83	0.590	thioredoxin domain-containing protein 8
K25700	178.20	domain	all	0.997163	412	351	887	391	1.52	0.591	collagen triple helix repeat-containing protein 1
K25701	146.60	domain	all	0.998814	557	423	1011	350	2.08	0.590	MORN repeat-containing protein 4
K25702	374.07	full	all	1.000000	364	332	748	336	0.68	0.590	beta-tectorin
K25703	73.17	full	all	0.997998	506	500	4829	932	7.01	0.590	vezatin
K25704	2188.37	full	all	0.963783	454	427	2195	1127	0.58	0.593	zinc finger SWIM domain-containing protein 6
K25705	106.47	full	all	1.000000	365	362	2658	656	7.07	0.590	protein SIX6OS1
K25706	412.10	domain	all	0.977522	7677	6375	2435	502	2.34	0.590	tRNA N6-adenosine threonylcarbamoyltransferase [EC:2.3.1.234]
K25707	244.80	domain	trim	0.811419	500	416	760	401	3.68	0.590	lysozyme [EC:3.2.1.17]
K25708	531.47	domain	trim	0.972082	184	176	1999	611	1.59	0.590	serine protease 53 [EC:3.4.21.-]
K25709	598.50	full	all	0.986479	1141	1053	3595	581	1.49	0.589	neuronal pentraxin
K25710	624.90	full	trim	0.970437	373	364	2034	660	1.55	0.590	neuronal pentraxin receptor
K25711	345.73	full	all	0.990981	412	389	1585	318	0.96	0.589	neurexophilin-4
K25712	269.53	full	all	0.996899	322	321	4257	654	1.94	0.590	otoconin-90
K25713	98.87	full	all	1.000000	344	303	441	195	2.33	0.590	osteocrin
K25714	173.17	full	all	0.996700	335	301	502	223	1.91	0.590	otoraplin
K25715	80.13	full	all	1.000000	353	307	547	198	1.70	0.591	otospiralin
K25716	413.20	domain	all	0.999017	522	511	1467	461	1.38	0.589	platelet-derived growth factor receptor-like protein
K25717	99.20	domain	all	0.982503	189	173	276	148	2.17	0.590	prolactin-inducible protein
K25718	270.80	full	all	0.995781	136	120	321	212	1.16	0.589	placenta-specific protein 1
K25719	-	-	-	-	3	2	96	96	0.40	0.598	plasminogen-like protein B
K25720	134.20	full	all	0.997455	471	396	997	293	3.15	0.590	protease-associated domain-containing protein 1
K25721	139.93	domain	trim	0.763955	37	37	983	321	1.49	0.591	basic salivary proline-rich protein 3/4
K25722	292.17	domain	all	0.963049	189	184	514	307	2.07	0.590	proteoglycan 3
K25723	169.73	full	all	0.823232	23	20	215	129	1.17	0.591	proline-rich protein 4
K25724	374.83	full	all	0.997396	394	385	1046	464	1.60	0.590	pentraxin-related protein PTX3
K25725	172.27	full	all	0.975997	137	122	344	165	0.74	0.590	psoriasis susceptibility 1 candidate gene 2 protein
K25726	430.27	full	all	0.963879	258	243	885	413	1.70	0.590	peptidase inhibitor R3HDML
K25727	227.50	domain	all	0.892530	171	160	619	235	3.27	0.590	lithostathine-1
K25728	224.03	domain	all	0.974610	292	264	666	233	1.88	0.590	regenerating islet-derived protein 3
K25729	253.23	domain	all	1.000000	448	406	1465	325	0.96	0.590	retinoschisin
K25730	157.43	full	all	0.997694	734	649	1436	351	2.10	0.590	vacuolar protein sorting-associated protein 26C
K25731	253.00	full	all	1.000000	734	711	5663	1707	3.65	0.590	VPS35 endosomal protein-sorting factor-like
K25732	319.40	full	all	1.000000	486	475	1242	625	2.40	0.590	secretogranin-2
K25733	456.03	full	all	1.000000	374	356	1277	552	1.08	0.590	secretogranin-3
